monthyr,name,session,users,pageviews,streaming event
Aug2015,KQED,2944054,2062416,4424102,0.097833803
Aug2015,WBUR,2656562,1861408,3984255,0.000611316
Aug2015,minnesota public radio,1922079,1124261,3032254,0
Aug2015,Oregon Public Broadcasting,860707,577289,1522369,1.51E-05
Aug2015,WHYY,834952,550676,1271188,0.007000402
Aug2015,WAMU 88.5,810439,394949,1606673,1.23E-06
Aug2015,Michigan Radio,592850,422975,872183,0.144041494
Aug2015,KPBS,457682,323640,758680,0
Aug2015,Chicago Public Media,418308,286616,1827685,2.39E-06
Aug2015,KEXP,403519,191436,751555,1.73E-05
Aug2015,Public Media for North Texas,401096,265379,662106,0.016068472
Aug2015,KUOW,393921,274364,567263,0.140330168
Aug2015,Colorado Public Radio,359634,193909,585328,0
Aug2015,WXPN,351535,224627,676859,0.000130855
Aug2015,Capital Public Radio,269083,181524,468765,0.000137504
Aug2015,Vermont Public Radio,267703,148421,462165,0.002162845
Aug2015,WABE,250981,170874,502611,0.08720182
Aug2015,WGBH,215074,172716,364194,0.015506291
Aug2015,Cincinnati Public Radio,213546,172911,288227,0.048921544
Aug2015,KCUR,209818,149770,313063,0.012873061
Aug2015,Indiana Public Media / WFIU,206739,172697,284622,0.002094428
Aug2015,KPLU,204103,130845,284395,0.097480194
Aug2015,St. Louis Public Radio,195216,138761,302669,0.040053069
Aug2015,NHPR,192333,132006,318809,0.109060848
Aug2015,Houston Public Media,187979,113298,308425,0.241447183
Aug2015,Louisville Public Media,187590,122196,291849,0
Aug2015,KUT,175894,117210,285267,0.144388097
Aug2015,KUNC,167832,133695,241297,0.098366223
Aug2015,North Carolina Public Radio - WUNC,149388,98598,253188,0.20912657
Aug2015,WAMC Northeast Public Radio,138696,82700,264494,0.209198535
Aug2015,WLRN,132333,100116,208729,0.018733045
Aug2015,Maine Public Broadcasting Network (MPBN),124369,72913,224097,0.009600463
Aug2015,WBGO,122946,52556,309374,0
Aug2015,KUSC,118994,45123,190891,0
Aug2015,MTPR,114690,85804,176673,0.068366902
Aug2015,WMRA,114292,105420,131230,0.033755643
Aug2015,WNPR,110954,73900,206809,0.131703228
Aug2015,KWSU,106027,78426,167613,0.112433625
Aug2015,Nashville Public Radio,103354,62046,212166,0.126168315
Aug2015,Capital Community Broadcasting,102676,61445,165643,0
Aug2015,witf,100345,73767,182161,0
Aug2015,West Virginia Public Broadcasting,98769,74693,148996,0.002399538
Aug2015,WKSU,90795,56451,170250,7.71E-05
Aug2015,KUAZ-AM/FM,89122,54374,198061,0.095329997
Aug2015,WFUV,85309,26725,110530,0
Aug2015,Iowa Public Radio,82345,44992,157470,0.323444046
Aug2015,KSTX,81554,56687,127040,0.155332663
Aug2015,KUER,79570,42718,137712,0.141221566
Aug2015,Nevada Public Radio,78352,54022,126349,0
Aug2015,WXXI Public Broadcasting,74677,48277,113061,0.091969415
Aug2015,WRTI,73371,28439,140915,0.471071677
